Loyalty#,Province or State,City,Gender,Education,Location Code,Income,Marital Status,LoyaltyStatus,EnrollmentDateOpening,CancellationDate,Customer Lifetime Value,EnrollmentType,Education Encoded,LoyaltyStatus Encoded,FlightsTotal,KMPerFlight,FlightsRatioAccompanied,DistanceRatioRedeemedPoints,Flights2019,FlightsJan,FlightsFeb,FlightsMar,FlightsApr,FlightsMay,FlightsJun,FlightsJul,FlightsAug,FlightsSep,FlightsOct,FlightsNov,FlightsDec,Flights2020,Flights2021,FlightsGrowth2020vs2019%,FlightsGrowth2021vs2020%,MonthlyFlightVariance,CLVperPointsRedeemed,Months Enrolled
839494,Quebec,Montreal,male,Bachelor,Urban,28363.0,Divorced,Aurora,2021-04-13,2021-12-13,10455.49,2021 Promotion,3,3,33,1976.15,0.42,0.13,0,0,0,0,0,3,0,7,0,8,6,9,0,0,33,0.0,0.0,5.964285714285715,1.23,8
473786,Alberta,Edmonton,male,Bachelor,Urban,92983.0,Married,Aurora,2019-08-15,2021-08-22,10536.08,Standard,3,3,198,1640.71,0.16,0.02,68,27,16,0,30,27,38,0,36,25,0,0,0,76,54,11.76,-28.95,33.887301587301586,1.53,24
539739,Ontario,Toronto,male,Bachelor,Rural,38873.0,Married,Aurora,2021-03-13,2021-11-13,10970.13,2021 Promotion,3,3,65,1551.48,0.2,0.05,0,0,0,0,9,5,0,15,0,14,12,10,0,0,65,0.0,0.0,18.675396825396824,2.39,8
719162,Ontario,Toronto,female,Bachelor,Urban,24164.0,Divorced,Aurora,2019-09-28,2020-05-28,10972.07,Standard,3,3,48,1180.1,0.35,0.17,22,15,0,13,19,0,0,0,0,0,0,0,0,25,0,13.64,-100.0,9.224468253968256,1.15,8
680485,British Columbia,Vancouver,male,Bachelor,Urban,78011.0,Married,Aurora,2017-04-24,2020-01-14,11077.69,Standard,3,3,2,14355.5,1.0,0.24,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,-100.0,0.04884920634920635,1.58,33
460943,Alberta,Calgary,male,Doctor,Suburban,27679.0,Single,Aurora,2019-10-06,2020-06-06,11140.3,Standard,5,3,61,2163.82,0.03,0.0,29,15,13,8,0,25,0,0,0,0,0,0,0,32,0,10.34,-100.0,12.477015873015873,0.0,8
357567,Saskatchewan,Regina,male,College,Rural,0.0,Married,Aurora,2016-04-16,2021-05-02,11196.46,Standard,2,3,174,2411.97,0.22,0.05,69,23,16,19,18,39,0,10,25,0,10,15,0,77,28,11.59,-63.64,21.15564285714285,0.59,61
946645,Ontario,Toronto,female,Bachelor,Urban,79270.0,Married,Aurora,2020-03-18,2020-11-18,11318.13,Standard,3,3,17,4880.65,0.65,0.13,8,0,0,0,4,0,0,0,0,11,2,0,0,9,0,12.5,-100.0,1.8882142857142858,1.05,8
795840,Ontario,London,male,College,Suburban,0.0,Single,Aurora,2021-03-11,2021-04-15,11436.43,2021 Promotion,2,3,155,1489.55,0.3,0.08,69,6,12,20,20,8,0,27,0,15,27,11,10,77,9,11.59,-88.31,19.248087301587304,0.59,1
738890,Newfoundland,St. John's,male,College,Urban,0.0,Single,Aurora,2017-12-22,2020-03-03,11836.3,Standard,2,3,11,1619.82,0.73,0.0,5,0,11,0,0,0,0,0,0,0,0,0,0,6,0,20.0,-100.0,1.758571428571429,0.0,26
458745,British Columbia,Vancouver,female,Bachelor,Suburban,50234.0,Divorced,Aurora,2021-03-15,2021-11-15,11926.75,2021 Promotion,3,3,22,1720.27,0.23,0.09,0,0,0,0,2,0,0,18,0,0,0,2,0,0,22,0.0,0.0,9.101587301587301,3.58,8
685631,Quebec,Hull,male,Master,Rural,21514.0,Married,Aurora,2019-08-26,2020-04-26,11981.98,Standard,4,3,63,1572.44,0.13,0.0,30,23,19,21,0,0,0,0,0,0,0,0,0,33,0,10.0,-100.0,15.75564285714286,0.0,8
436041,Alberta,Banff,male,Bachelor,Rural,43244.0,Married,Aurora,2020-10-21,2021-06-21,12231.88,Standard,3,3,62,988.48,0.32,0.2,4,10,4,13,11,0,14,0,0,0,0,10,0,5,52,25.0,940.0,15.491071428571432,0.99,8
432941,Ontario,Toronto,female,Bachelor,Suburban,88340.0,Married,Aurora,2017-11-14,2020-05-30,12280.77,Standard,3,3,17,4062.76,0.12,0.12,8,0,0,17,0,0,0,0,0,0,0,0,0,9,0,12.5,-100.0,3.9567857142857137,1.43,30
857771,Quebec,Montreal,female,Bachelor,Rural,68420.0,Married,Aurora,2019-08-15,2020-04-15,12315.09,Standard,3,3,25,1067.72,0.44,0.0,12,8,0,0,17,0,0,0,0,0,0,0,0,13,0,8.33,-100.0,4.5320873015873,0.0,8
247391,Ontario,Toronto,female,Bachelor,Suburban,25023.0,Single,Aurora,2020-12-31,2021-08-31,12734.21,Standard,3,3,21,2276.9,0.19,0.0,0,5,3,9,0,0,4,0,0,0,0,0,0,0,21,0.0,0.0,3.392857142857143,0.0,8
918017,British Columbia,Vancouver,male,Master,Suburban,26121.0,Single,Aurora,2021-01-22,2021-09-22,12875.6,Standard,4,3,43,2944.37,0.12,0.0,0,0,11,0,9,10,11,2,0,0,0,0,0,0,43,0.0,0.0,10.73253968253968,0.0,8
845820,Ontario,Toronto,female,Bachelor,Rural,77060.0,Married,Aurora,2018-06-24,2020-05-12,12941.73,Standard,3,3,49,1199.14,0.08,0.0,23,0,17,13,19,0,0,0,0,0,0,0,0,26,0,13.04,-100.0,9.957492063492067,0.0,23
887511,Ontario,Toronto,male,Bachelor,Rural,52369.0,Married,Aurora,2019-11-26,2021-09-26,12941.89,Standard,3,3,147,1822.39,0.18,0.03,53,0,3,27,10,15,27,12,0,12,25,17,0,59,35,11.32,-40.68,28.38808730158731,1.53,22
389928,Ontario,Toronto,male,College,Urban,0.0,Single,Aurora,2017-05-13,2021-11-06,13024.13,Standard,2,3,255,1367.08,0.12,0.0,100,24,21,17,11,26,33,52,30,11,5,24,0,111,44,11.0,-60.36,37.55189682539681,0.0,54
900753,British Columbia,Vancouver,male,Bachelor,Suburban,68562.0,Married,Aurora,2017-10-27,2020-12-08,13151.83,Standard,3,3,110,2432.15,0.17,0.03,52,13,8,0,23,6,0,10,4,6,19,0,23,58,0,11.54,-100.0,16.219015873015877,1.79,37
307047,Manitoba,Winnipeg,female,Bachelor,Urban,74656.0,Divorced,Aurora,2019-06-22,2021-05-15,13211.01,Standard,3,3,198,2204.46,0.13,0.01,85,17,30,28,11,1,28,30,17,0,25,10,0,94,19,10.59,-79.79,29.650730158730155,2.03,23
523399,Quebec,Tremblant,male,Bachelor,Suburban,68009.0,Divorced,Aurora,2020-08-01,2021-03-29,13295.6,Standard,3,3,54,2454.2,0.2,0.05,16,10,7,3,0,0,0,0,0,0,0,11,23,18,20,12.5,11.11,11.491396825396826,1.97,8
161956,Ontario,Kingston,female,Bachelor,Rural,39017.0,Married,Aurora,2020-12-16,2021-08-16,13306.18,Standard,3,3,67,2066.64,0.06,0.0,0,5,8,4,11,0,18,4,17,0,0,0,0,0,67,0.0,0.0,20.865873015873017,0.0,8
738473,Saskatchewan,Regina,female,Doctor,Urban,11432.0,Married,Aurora,2016-11-13,2021-05-09,13466.92,Standard,5,3,171,1797.07,0.2,0.02,63,0,24,31,26,29,0,0,0,19,23,0,19,70,38,11.11,-45.71,25.23514285714285,2.58,54
942017,Quebec,Tremblant,female,Bachelor,Urban,98036.0,Married,Aurora,2020-02-13,2020-10-13,13559.39,Standard,3,3,61,1437.33,0.03,0.0,29,0,0,21,2,0,2,28,0,0,8,0,0,32,0,10.34,-100.0,15.890158730158728,0.0,8
602275,Ontario,Toronto,male,Bachelor,Urban,67060.0,Single,Aurora,2020-01-20,2020-09-20,13623.62,Standard,3,3,68,1442.26,0.16,0.0,32,0,4,0,0,0,0,34,13,17,0,0,0,36,0,12.5,-100.0,19.971999999999998,0.0,8
307032,Manitoba,Winnipeg,male,Bachelor,Suburban,96950.0,Married,Aurora,2019-09-02,2020-05-02,13862.1,Standard,3,3,44,1038.27,0.05,0.0,21,0,0,13,0,30,0,0,0,0,0,0,0,23,0,9.52,-100.0,14.257230158730161,0.0,8
486909,Ontario,Toronto,male,College,Urban,0.0,Single,Aurora,2017-06-14,2021-09-21,13864.38,Standard,2,3,188,1858.77,0.22,0.02,67,28,11,0,8,30,32,14,37,19,0,0,10,74,47,10.45,-36.49,30.713015873015877,2.01,51
815841,Ontario,Kingston,male,Bachelor,Rural,28432.0,Married,Aurora,2021-02-01,2021-10-01,13869.93,2021 Promotion,3,3,78,1316.94,0.05,0.0,0,0,9,14,9,12,0,13,0,10,11,0,0,0,78,0.0,0.0,20.65714285714286,0.0,8
545410,Ontario,Toronto,female,Bachelor,Suburban,64113.0,Divorced,Aurora,2018-07-05,2021-05-24,13918.53,Standard,3,3,179,1889.31,0.15,0.0,79,0,9,2,15,36,0,32,13,0,25,25,23,88,12,11.39,-86.36,34.10177777777779,0.0,35
377444,British Columbia,Vancouver,female,Bachelor,Rural,48245.0,Married,Aurora,2018-11-25,2020-07-30,13995.69,Standard,3,3,82,913.11,0.46,0.07,39,11,15,25,4,0,0,27,0,0,0,0,0,43,0,10.26,-100.0,18.95646825396825,2.58,20
697393,Ontario,Thunder Bay,male,Bachelor,Urban,91061.0,Married,Aurora,2019-11-27,2021-03-26,14031.7,Standard,3,3,137,1913.06,0.26,0.02,62,9,20,0,0,27,15,6,10,27,11,13,0,69,6,11.29,-91.3,19.697928571428577,2.8,16
478284,British Columbia,Vancouver,male,Bachelor,Rural,41459.0,Married,Aurora,2019-10-05,2020-06-05,14333.92,Standard,3,3,32,1446.78,0.41,0.12,15,0,19,2,11,0,0,0,0,0,0,0,0,17,0,13.33,-100.0,6.256849206349204,2.58,8
656036,Quebec,Montreal,male,Bachelor,Rural,58452.0,Single,Aurora,2019-05-29,2020-07-10,14439.8,Standard,3,3,74,2179.92,0.31,0.04,35,4,6,17,25,0,17,6,0,0,0,0,0,39,0,11.43,-100.0,13.897357142857146,2.19,13
155020,British Columbia,Vancouver,male,College,Urban,0.0,Single,Aurora,2021-02-11,2021-10-11,14455.86,2021 Promotion,2,3,51,1135.57,0.16,0.1,0,0,0,0,13,0,19,0,1,12,6,0,0,0,51,0.0,0.0,18.250000000000004,2.56,8
654433,Nova Scotia,Halifax,female,Bachelor,Suburban,51817.0,Divorced,Aurora,2020-09-03,2021-05-03,14789.62,Standard,3,3,47,1995.23,0.28,0.11,13,0,5,12,3,0,0,0,0,0,0,17,10,14,20,7.69,42.86,8.843968253968255,1.42,8
190405,Ontario,Trenton,male,Bachelor,Rural,35822.0,Divorced,Aurora,2016-05-29,2020-07-30,15394.87,Standard,3,3,74,1925.73,0.23,0.0,35,6,0,0,27,0,30,11,0,0,0,0,0,39,0,11.43,-100.0,21.344214285714287,0.0,50
945455,Quebec,Quebec City,female,Bachelor,Urban,24661.0,Married,Aurora,2020-01-05,2020-07-23,15483.53,Standard,3,3,91,2200.43,0.21,0.0,43,0,13,0,19,15,15,28,0,0,0,0,0,48,0,11.63,-100.0,19.359428571428563,0.0,7
616374,Prince Edward Island,Charlottetown,male,Bachelor,Urban,50461.0,Single,Aurora,2020-01-03,2020-09-03,15626.28,Standard,3,3,68,2762.6,0.22,0.04,32,0,0,8,4,13,17,0,27,0,0,0,0,36,0,12.5,-100.0,14.179999999999998,2.16,8
107420,Ontario,Toronto,male,High School or Below,Urban,21921.0,Married,Aurora,2020-12-01,2021-08-01,15771.39,Standard,1,3,66,2607.88,0.2,0.03,4,4,0,5,9,11,9,0,18,0,0,0,10,5,56,25.0,1020.0,16.402182539682542,2.77,8
474846,Newfoundland,St. John's,male,College,Rural,0.0,Divorced,Aurora,2019-08-31,2021-08-14,15936.58,Standard,2,3,238,1649.87,0.33,0.08,83,24,18,27,19,26,20,13,26,25,15,25,0,92,63,10.84,-31.52,26.38568253968254,0.54,23
364596,Quebec,Tremblant,female,Bachelor,Suburban,73049.0,Single,Aurora,2021-04-07,2021-12-07,16710.84,2021 Promotion,3,3,25,2343.96,0.08,0.0,0,0,0,0,0,0,0,0,9,0,0,0,16,0,25,0.0,0.0,9.132539682539681,0.0,8
390377,Ontario,Toronto,female,College,Suburban,0.0,Single,Aurora,2016-04-30,2020-06-30,16727.56,Standard,2,3,40,3134.1,0.15,0.0,19,8,6,0,0,17,10,0,0,0,0,0,0,21,0,10.53,-100.0,5.5110714285714275,0.0,50
962989,Nova Scotia,Halifax,male,College,Suburban,0.0,Divorced,Aurora,2017-04-29,2021-12-15,18205.67,Standard,2,3,194,2380.29,0.15,0.0,47,18,12,9,14,14,14,40,16,15,16,14,11,52,95,10.64,82.69,19.63171428571428,0.0,56
184678,British Columbia,Whistler,female,Bachelor,Urban,22705.0,Divorced,Aurora,2019-02-07,2021-05-14,19160.99,Standard,3,3,139,2646.51,0.19,0.0,56,7,17,0,22,24,23,23,2,0,0,6,15,62,21,10.71,-66.13,20.439111111111114,0.0,27
118376,British Columbia,Kelowna,female,College,Rural,0.0,Married,Aurora,2020-12-19,2021-08-19,20455.25,Standard,2,3,29,2392.17,0.03,0.06,0,0,11,0,0,0,17,0,1,0,0,0,0,0,29,0.0,0.0,11.075396825396824,5.22,8
775520,Ontario,Thunder Bay,female,Doctor,Urban,12503.0,Single,Aurora,2018-10-11,2020-07-21,20531.65,Standard,5,3,72,2903.69,0.08,0.0,34,17,0,13,8,13,6,15,0,0,0,0,0,38,0,11.76,-100.0,9.72225396825397,0.0,21
667398,Ontario,Toronto,female,College,Rural,0.0,Married,Aurora,2019-10-14,2020-06-14,21112.54,Standard,2,3,91,941.53,0.0,0.0,43,11,21,17,21,21,0,0,0,0,0,0,0,48,0,11.63,-100.0,18.221714285714285,0.0,8
968842,Ontario,Toronto,female,Bachelor,Urban,66851.0,Married,Aurora,2017-02-26,2020-03-04,22056.0,Standard,3,3,34,1495.24,0.29,0.0,16,21,10,4,0,0,0,0,0,0,0,0,0,18,0,12.5,-100.0,6.828857142857143,0.0,36
295561,British Columbia,Vancouver,male,College,Suburban,0.0,Single,Aurora,2019-10-17,2020-06-17,22337.16,Standard,2,3,38,4087.74,0.74,0.06,18,0,6,0,15,0,17,0,0,0,0,0,0,20,0,11.11,-100.0,6.817968253968254,2.52,8
346560,New Brunswick,Fredericton,female,Bachelor,Urban,89384.0,Married,Aurora,2020-06-22,2021-02-22,22837.14,Standard,3,3,117,1293.55,0.4,0.07,55,1,0,0,0,0,0,34,25,15,0,13,28,61,1,10.91,-98.36,32.15742063492064,2.06,8
921777,Saskatchewan,Regina,male,Bachelor,Rural,76358.0,Married,Aurora,2017-03-29,2021-08-23,23594.68,Standard,3,3,129,2162.17,0.31,0.05,43,0,20,6,3,6,32,0,30,4,8,0,21,48,38,11.63,-20.83,21.022158730158733,1.55,53
781963,Alberta,Banff,male,Bachelor,Urban,65196.0,Married,Aurora,2021-01-31,2021-09-30,24084.54,Standard,3,3,36,1859.25,0.08,0.0,0,0,0,0,4,9,0,21,0,2,0,0,0,0,36,0.0,0.0,14.457142857142857,0.0,8
219270,Ontario,Toronto,male,Bachelor,Suburban,71210.0,Married,Aurora,2020-11-26,2021-07-26,25807.06,Standard,3,3,53,1401.92,0.17,0.0,13,6,5,0,0,0,15,0,0,0,0,0,27,14,26,7.69,85.71,16.111587301587303,0.0,8
529544,Saskatchewan,Regina,male,Bachelor,Suburban,71210.0,Married,Aurora,2020-12-29,2021-08-29,25807.06,Standard,3,3,50,2827.5,0.36,0.0,0,3,4,10,2,14,9,0,8,0,0,0,0,0,50,0.0,0.0,11.444444444444446,0.0,8
699281,Ontario,Trenton,female,Bachelor,Rural,68507.0,Married,Aurora,2020-05-12,2021-01-12,26200.83,Standard,3,3,76,1986.7,0.28,0.0,36,0,0,0,0,0,21,25,0,0,0,17,13,40,0,11.11,-100.0,17.135873015873013,0.0,8
833148,British Columbia,Whistler,male,Bachelor,Suburban,22955.0,Single,Aurora,2019-05-12,2020-08-01,27069.5,Standard,3,3,103,2034.7,0.04,0.0,49,0,0,13,25,0,25,23,17,0,0,0,0,54,0,10.2,-100.0,23.29457142857143,0.0,15
206050,Alberta,Edmonton,female,Bachelor,Suburban,37931.0,Married,Aurora,2019-08-27,2020-03-27,27495.42,Standard,3,3,65,1170.17,0.17,0.0,31,25,19,21,0,0,0,0,0,0,0,0,0,34,0,9.68,-100.0,16.856539682539676,0.0,7
121351,Ontario,Toronto,female,Bachelor,Suburban,42803.0,Divorced,Aurora,2021-03-22,2021-05-31,28421.57,2021 Promotion,3,3,163,1693.4,0.3,0.0,68,18,21,32,6,13,32,0,28,0,0,11,2,76,19,11.76,-75.0,30.108158730158728,0.0,2
191626,Ontario,Toronto,female,Bachelor,Urban,91871.0,Single,Aurora,2021-01-08,2021-10-04,28486.07,Standard,3,3,56,1811.8,0.34,0.04,0,0,8,0,0,6,4,20,0,10,8,0,0,0,56,0.0,0.0,16.93968253968254,7.46,9
904397,Ontario,Trenton,male,Doctor,Urban,25503.0,Married,Aurora,2020-04-09,2021-05-31,30850.59,Standard,5,3,134,2043.01,0.16,0.04,58,0,1,10,0,13,0,38,13,11,6,15,27,65,11,12.07,-83.08,30.05494444444444,2.84,14
562510,British Columbia,Whistler,male,Bachelor,Urban,58542.0,Married,Aurora,2020-01-23,2020-08-26,31920.77,Standard,3,3,68,1229.16,0.15,0.0,32,0,0,17,0,28,0,0,23,0,0,0,0,36,0,12.5,-100.0,19.55828571428571,0.0,7
300460,Saskatchewan,Regina,female,Bachelor,Rural,39894.0,Married,Aurora,2021-01-27,2021-09-27,32725.3,Standard,3,3,29,2266.52,0.31,0.05,0,0,10,3,7,1,8,0,0,0,0,0,0,0,29,0.0,0.0,5.703968253968253,9.75,8
727091,Manitoba,Winnipeg,female,Bachelor,Urban,33190.0,Divorced,Aurora,2021-03-28,2021-11-28,33473.35,2021 Promotion,3,3,22,2149.45,0.36,0.0,0,0,0,0,0,0,5,3,0,0,3,11,0,0,22,0.0,0.0,4.301587301587302,0.0,8
333051,New Brunswick,Moncton,male,Bachelor,Rural,84650.0,Married,Aurora,2021-04-28,2021-12-28,51426.25,2021 Promotion,3,3,15,4734.2,0.6,0.0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,15,0.0,0.0,1.9642857142857142,0.0,8
767366,Quebec,Montreal,female,Bachelor,Rural,39547.0,Married,Aurora,2020-03-21,2020-11-21,73225.96,Standard,3,3,53,2747.58,0.21,0.05,25,0,0,0,0,0,0,10,17,19,8,0,0,28,0,12.0,-100.0,9.234349206349204,9.47,8
994044,Alberta,Peace River,male,Bachelor,Rural,94648.0,Divorced,Nova,2019-08-15,2021-06-29,2744.52,Standard,3,2,96,1668.55,0.4,0.0,40,15,13,0,0,25,21,0,0,0,13,8,0,44,12,10.0,-72.73,14.857396825396819,0.0,22
804816,Newfoundland,St. John's,female,Bachelor,Rural,62302.0,Single,Nova,2016-04-03,2020-08-31,2746.92,Standard,3,2,48,1501.52,0.52,0.12,22,0,8,0,8,0,0,19,13,0,0,0,0,25,0,13.64,-100.0,7.569611111111109,0.31,53
751270,Ontario,Toronto,female,Bachelor,Rural,71445.0,Single,Nova,2019-05-10,2020-01-10,2749.41,Standard,3,2,15,2872.67,0.0,0.0,7,15,0,0,0,0,0,0,0,0,0,0,0,8,0,14.29,-100.0,3.1263492063492064,0.0,8
602384,Quebec,Tremblant,male,Bachelor,Urban,34200.0,Divorced,Nova,2020-08-08,2021-04-08,2750.54,Standard,3,2,55,2343.89,0.04,0.05,20,0,8,5,0,0,0,0,0,4,27,2,10,22,13,10.0,-40.91,11.84692063492063,0.44,8
890232,British Columbia,West Vancouver,female,Bachelor,Suburban,28887.0,Single,Nova,2020-05-10,2021-01-10,2753.31,Standard,3,2,45,2581.33,0.27,0.0,21,1,0,0,0,0,21,0,6,13,4,0,0,23,1,9.52,-95.65,7.9064999999999985,0.0,8
559619,Quebec,Montreal,female,College,Urban,0.0,Married,Nova,2019-05-09,2020-01-09,2753.78,Standard,2,2,11,842.91,0.73,0.68,5,11,0,0,0,0,0,0,0,0,0,0,0,6,0,20.0,-100.0,1.758571428571429,0.43,8
985427,British Columbia,Vancouver,female,Bachelor,Urban,79507.0,Married,Nova,2019-09-21,2020-01-11,2754.46,Standard,3,2,13,3061.08,0.0,0.0,6,13,0,0,0,0,0,0,0,0,0,0,0,7,0,16.67,-100.0,2.393611111111111,0.0,4
384146,Alberta,Peace River,female,High School or Below,Suburban,22974.0,Married,Nova,2021-04-29,2021-12-29,2790.23,2021 Promotion,1,2,41,1637.83,0.2,0.0,0,0,0,0,0,0,5,10,10,0,0,0,16,0,41,0.0,0.0,12.408730158730158,0.0,8
261423,Ontario,Trenton,male,Bachelor,Rural,63223.0,Married,Nova,2019-10-05,2021-11-27,2797.76,Standard,3,2,204,2085.03,0.28,0.02,58,12,32,4,34,32,4,12,8,33,12,4,17,65,80,12.07,23.08,22.73113492063493,0.32,26
778317,Ontario,Toronto,male,Bachelor,Suburban,43775.0,Married,Nova,2019-12-23,2021-08-12,2803.8,Standard,3,2,244,1798.25,0.25,0.01,83,28,14,31,33,21,24,24,22,25,8,15,0,92,69,10.84,-25.0,21.624349206349212,0.57,20
372522,British Columbia,Vancouver,male,Bachelor,Suburban,73858.0,Married,Nova,2019-04-16,2021-05-26,2810.67,Standard,3,2,174,1953.41,0.32,0.05,75,7,23,27,24,21,2,13,17,25,0,15,0,83,16,10.67,-80.72,23.641357142857146,0.17,25
822723,Quebec,Montreal,male,Doctor,Urban,25531.0,Married,Nova,2020-07-22,2020-12-11,2822.59,Standard,5,2,55,2651.09,0.15,0.0,26,0,0,0,0,0,0,0,13,0,4,13,25,29,0,11.54,-100.0,11.605039682539683,0.0,5
718922,Quebec,Montreal,female,College,Suburban,0.0,Married,Nova,2019-04-03,2021-07-07,2822.73,Standard,2,2,230,1503.43,0.2,0.02,84,22,4,36,14,4,34,17,30,19,4,13,32,93,53,10.71,-43.01,35.77703968253968,0.42,27
530214,Ontario,Toronto,male,Master,Suburban,17752.0,Married,Nova,2018-02-05,2020-07-03,2831.59,Standard,4,2,59,2017.58,0.64,0.05,28,13,0,10,0,13,23,0,0,0,0,0,0,31,0,10.71,-100.0,11.054373015873017,0.44,29
190570,Ontario,Toronto,male,Bachelor,Suburban,37124.0,Married,Nova,2020-03-15,2020-11-15,2832.51,Standard,3,2,104,1363.21,0.35,0.0,50,0,0,0,4,0,34,28,23,6,0,10,0,55,0,10.0,-100.0,29.13627777777778,0.0,8
496403,Saskatchewan,Regina,female,Bachelor,Urban,80306.0,Divorced,Nova,2016-05-02,2020-11-24,2844.85,Standard,3,2,158,1786.41,0.18,0.03,75,11,17,0,19,13,25,38,8,0,13,13,0,83,0,10.67,-100.0,29.339325396825398,0.39,55
544619,Ontario,Toronto,male,Bachelor,Rural,51159.0,Married,Nova,2020-09-25,2021-05-25,2860.11,Standard,3,2,60,2511.32,0.1,0.0,18,5,11,3,3,0,0,0,0,0,8,6,25,20,22,11.11,10.0,11.861142857142855,0.0,8
931247,British Columbia,Vancouver,male,Bachelor,Suburban,91368.0,Divorced,Nova,2016-08-16,2020-10-16,2864.54,Standard,3,2,169,2221.45,0.27,0.0,80,2,4,23,13,30,19,40,17,17,4,0,0,89,0,11.25,-100.0,37.34599206349205,0.0,50
159486,Ontario,London,male,College,Urban,0.0,Single,Nova,2016-11-12,2021-02-24,2876.78,Standard,2,2,120,1520.7,0.42,0.0,57,6,0,0,0,28,21,25,0,21,11,8,0,63,0,10.53,-100.0,24.67335714285714,0.0,51
976423,British Columbia,Vancouver,male,Bachelor,Urban,80590.0,Married,Nova,2019-06-20,2021-11-28,2891.27,Standard,3,2,315,1486.77,0.33,0.01,115,29,10,36,19,18,34,34,47,17,19,35,17,128,72,11.3,-43.75,29.589396825396825,1.15,29
487212,British Columbia,Vancouver,male,Bachelor,Suburban,24049.0,Married,Nova,2018-07-17,2021-10-02,2907.36,Standard,3,2,230,2120.56,0.33,0.07,69,31,17,2,18,11,15,30,50,19,15,21,0,77,84,11.59,9.09,31.010563492063486,0.09,39
835440,Ontario,Toronto,male,Bachelor,Rural,35895.0,Married,Nova,2019-04-30,2021-04-17,2908.88,Standard,3,2,134,2143.17,0.32,0.15,58,1,11,16,22,27,32,15,10,0,0,0,0,65,11,12.07,-83.08,24.717801587301587,0.07,24
945379,Quebec,Montreal,male,Bachelor,Suburban,51991.0,Married,Nova,2020-12-29,2021-10-27,2927.73,Standard,3,2,44,2881.68,0.05,0.0,0,3,8,0,0,0,5,16,0,0,12,0,0,0,44,0.0,0.0,12.692063492063493,0.0,10
189854,British Columbia,Vancouver,female,Bachelor,Suburban,45768.0,Married,Nova,2021-05-29,2021-11-19,2931.16,Standard,3,2,14,3014.29,0.07,0.09,0,0,0,0,0,0,0,0,1,2,11,0,0,0,14,0.0,0.0,3.4444444444444446,0.77,6
164094,Ontario,Toronto,female,Bachelor,Urban,83318.0,Divorced,Nova,2020-03-15,2021-12-29,2957.76,Standard,3,2,150,1675.93,0.14,0.05,40,0,6,0,28,13,4,19,32,12,14,17,4,45,64,12.5,42.22,28.847706349206348,0.25,21
279634,British Columbia,West Vancouver,female,High School or Below,Rural,22608.0,Married,Nova,2018-02-12,2021-02-26,2961.31,Standard,1,2,116,2099.66,0.21,0.03,50,4,14,0,27,0,13,15,0,10,6,0,28,55,12,10.0,-78.18,21.353230158730167,0.49,36
569188,Alberta,Calgary,female,Bachelor,Suburban,46131.0,Married,Nova,2017-07-20,2020-04-13,2969.59,Standard,3,2,55,2424.78,0.45,0.0,26,11,21,4,19,0,0,0,0,0,0,0,0,29,0,11.54,-100.0,11.087896825396825,0.0,33
878510,Saskatchewan,Regina,male,Bachelor,Rural,83873.0,Single,Nova,2020-05-15,2021-01-15,2971.92,Standard,3,2,61,2946.97,0.34,0.05,29,0,0,0,0,0,0,0,4,15,13,21,8,32,0,10.34,-100.0,10.201587301587303,0.33,8
831812,Ontario,Trenton,male,College,Rural,0.0,Single,Nova,2020-06-01,2021-02-01,2972.46,Standard,2,2,101,2392.48,0.4,0.12,48,0,0,0,0,0,30,10,23,15,0,2,21,53,0,10.42,-100.0,23.549420634920637,0.11,8
138065,British Columbia,Vancouver,female,College,Urban,0.0,Married,Nova,2020-10-20,2021-06-20,2993.02,Standard,2,2,33,1991.36,0.0,0.0,7,0,0,4,0,12,2,0,0,0,0,8,8,8,18,14.29,125.0,5.465777777777778,0.0,8
753306,Quebec,Montreal,male,College,Urban,0.0,Single,Nova,2020-11-21,2021-05-27,3011.27,Standard,2,2,19,884.26,0.0,0.0,6,0,0,6,0,0,0,0,0,0,0,0,13,7,6,16.67,-14.29,3.2669444444444435,0.0,6
371737,Yukon,Whitehorse,female,Bachelor,Rural,42987.0,Divorced,Nova,2021-04-06,2021-12-06,3012.04,2021 Promotion,3,2,49,1968.29,0.33,0.0,0,0,0,0,0,4,4,0,14,0,3,7,17,0,49,0.0,0.0,14.523015873015872,0.0,8
423473,British Columbia,Dawson Creek,male,College,Suburban,0.0,Divorced,Nova,2021-04-22,2021-12-22,3052.63,2021 Promotion,2,2,37,2848.97,0.49,0.0,0,0,0,0,0,2,17,0,0,7,2,7,2,0,37,0.0,0.0,10.313492063492063,0.0,8
347850,Nova Scotia,Halifax,female,Bachelor,Rural,42406.0,Married,Nova,2017-02-15,2021-07-27,3055.7,Standard,3,2,183,2409.29,0.28,0.05,66,11,16,39,8,22,13,30,25,10,0,2,8,73,44,10.61,-39.73,23.22135714285714,0.15,53
303396,Ontario,Ottawa,female,Bachelor,Urban,23970.0,Married,Nova,2017-08-20,2020-01-01,3090.13,Standard,3,2,2,17254.0,0.0,0.0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,-100.0,0.04884920634920635,0.0,28
